StudentID,CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
9368,8.1,1,3,0,90,4.8,1,1,74,84,1
9403,6.8,2,3,2,86,4.5,1,1,79,86,0
6492,8.2,1,1,2,79,4.8,1,1,61,58,0
6638,7.6,1,3,0,78,3.9,0,1,59,71,1
7226,7.7,0,1,2,68,4.2,1,0,75,71,0
2402,8.3,1,2,0,72,4.2,0,0,63,74,0
5521,7.6,1,3,2,88,4.5,1,1,75,84,1
1217,7.6,2,2,0,89,3.8,1,0,81,65,0
8696,7.5,1,1,0,90,4.6,0,1,68,73,0
6021,8.1,0,1,1,84,4.6,1,0,65,79,0
6866,8.8,2,3,2,90,4.8,1,1,70,83,1
1065,7.7,1,1,1,77,4.1,1,1,74,61,0
3787,8.3,0,2,0,67,4.4,1,1,81,77,0
4411,7.7,1,2,0,77,4.2,1,1,55,69,1
6860,7.6,1,3,0,80,4.8,1,1,71,85,0
6761,8.3,2,3,2,90,4.8,1,1,68,82,1
5524,7.9,2,1,0,81,3.7,1,1,79,66,1
5997,7.5,1,2,0,79,4.2,0,1,55,71,0
8834,6.5,1,2,0,76,4.3,0,0,58,66,0
5889,8.0,0,1,0,72,4.2,0,0,67,67,0
2162,7.4,1,2,0,66,4.7,1,1,63,65,0
3009,7.6,0,1,0,69,4.7,0,0,56,67,0
1106,7.7,1,3,2,90,4.7,1,1,80,84,1
6655,8.3,1,3,2,83,4.7,1,0,77,87,1
693,8.2,1,3,2,83,4.7,1,1,75,68,1
9958,7.5,1,1,0,73,4.4,1,1,64,64,0
4957,7.4,1,2,1,71,4.1,0,1,62,72,0
6598,7.5,1,1,0,82,3.3,1,1,81,66,0
8481,8.2,1,3,2,90,4.6,1,1,83,74,1
4370,7.8,1,1,1,73,4.0,0,0,58,61,0
2766,8.4,2,1,1,79,4.3,1,1,74,68,1
3930,8.3,1,2,1,78,4.7,0,1,74,64,0
7135,6.5,0,2,0,84,4.8,0,0,68,69,0
8736,7.2,2,2,2,87,4.4,1,1,72,70,1
7531,6.5,1,1,0,70,4.1,0,0,65,72,0
7529,7.3,1,1,2,82,4.0,1,1,59,75,0
629,8.3,2,3,0,90,4.8,1,1,78,83,1
2452,7.8,2,1,0,86,4.3,0,1,78,80,1
6240,8.1,1,3,2,82,4.8,1,1,80,68,1
7013,7.6,1,1,0,84,3.7,0,0,56,70,0
3825,8.5,1,1,0,85,4.5,1,1,73,88,0
8978,7.5,1,3,1,72,4.2,1,0,90,80,0
2653,7.8,2,3,2,90,4.6,1,1,79,88,1
9108,8.5,2,2,2,90,4.4,1,1,74,85,1
3744,7.4,1,1,0,84,4.1,0,0,55,70,0
2177,7.8,1,2,2,68,4.4,0,0,55,68,0
9907,8.1,2,3,2,90,4.7,1,1,74,82,1
9264,6.5,1,1,1,69,3.5,0,0,55,63,0
3319,6.5,1,1,1,78,3.6,0,1,86,67,0
6344,7.5,1,2,0,66,3.8,0,0,64,67,0
2788,8.6,1,3,2,87,4.1,1,1,80,86,1
4106,7.9,1,2,3,84,4.5,1,0,79,70,0
6356,8.2,1,3,2,90,4.4,1,1,82,85,0
1677,6.6,1,3,0,86,4.4,0,0,60,65,0
3948,8.0,2,3,2,90,4.3,1,1,75,82,1
4445,7.7,0,2,1,81,4.6,1,1,59,72,0
2937,6.9,1,1,0,67,4.1,1,1,62,71,0
9006,7.7,1,1,0,80,3.3,0,0,55,67,0
7767,6.5,1,3,2,85,4.8,1,1,55,70,0
5723,7.7,1,0,0,75,3.6,1,1,55,82,1
7442,7.9,0,3,1,82,4.0,0,1,82,67,1
2504,7.8,2,3,2,84,4.7,1,1,81,86,1
8483,8.2,2,3,2,90,4.5,1,1,86,81,1
2370,9.0,2,3,2,88,4.8,0,1,72,84,1
4968,8.0,1,3,2,90,4.8,1,1,69,85,0
5884,8.1,1,3,1,90,4.8,1,1,86,83,1
2218,6.7,1,1,1,70,4.5,0,1,75,72,0
5848,8.3,2,3,0,86,4.7,1,1,81,71,1
2219,7.5,0,1,1,71,3.4,0,0,66,74,0
3327,6.8,1,1,1,72,4.8,0,1,62,67,0
6734,7.3,1,2,3,81,3.8,0,1,76,64,0
3584,8.0,2,3,0,85,4.7,1,0,70,88,1
9825,6.6,1,1,1,74,3.6,0,0,59,78,0
3620,7.6,1,1,1,79,4.3,0,1,55,58,0
7708,6.6,1,1,1,85,4.1,1,1,80,85,0
6433,6.5,1,3,0,77,4.4,0,0,55,70,0
3116,7.4,0,1,1,67,3.4,0,0,62,64,0
86,6.7,1,3,0,87,4.6,1,0,81,69,0
5974,7.5,1,2,0,82,4.2,0,1,77,64,0
2802,8.4,2,3,2,90,4.8,1,1,82,80,0
3672,8.8,2,3,2,90,4.8,1,1,80,83,1
3668,8.4,2,3,2,90,4.8,1,1,78,76,1
9795,7.8,0,2,0,82,4.3,1,1,74,67,0
5159,8.2,1,2,2,78,4.1,1,1,70,82,0
5726,7.0,1,2,0,69,4.7,0,1,57,65,1
4591,8.5,2,3,2,90,4.8,1,1,80,82,1
2020,7.4,1,3,2,90,4.8,1,1,79,83,1
7832,7.4,1,2,2,80,3.9,0,1,77,88,1
2526,6.9,0,1,1,73,3.5,0,1,69,63,0
8287,8.4,2,3,2,90,4.3,1,1,87,85,1
9207,7.5,1,1,0,60,4.2,0,1,55,59,1
3213,7.5,1,2,2,82,4.1,1,1,83,69,0
520,7.9,2,3,1,82,4.2,1,1,83,69,0
5367,6.6,1,1,0,71,4.1,0,1,67,64,0
6763,7.4,1,2,2,77,4.1,0,0,55,71,1
2896,8.3,1,2,1,84,4.3,1,1,64,71,0
245,7.6,2,3,0,88,4.4,0,1,80,68,1
5931,6.8,1,1,0,80,3.6,0,0,66,69,0
4715,8.4,1,3,0,84,4.1,1,1,80,75,0
9568,7.5,2,2,0,65,4.3,0,0,67,69,0
3426,8.3,1,2,1,80,4.7,1,1,74,81,0
6932,8.1,2,1,0,71,3.4,1,0,66,67,0
6721,8.8,0,3,1,90,4.8,1,1,77,85,1
7411,7.6,1,1,0,60,3.6,0,0,55,64,0
6178,7.6,1,1,2,85,4.3,0,1,60,87,1
7251,7.5,2,2,0,72,4.2,1,1,77,86,1
5510,7.8,1,2,2,90,4.3,1,1,75,64,0
2002,8.1,1,2,0,83,4.6,1,1,75,75,0
886,6.5,0,2,0,78,4.5,0,1,55,68,1
870,8.4,1,3,2,88,4.8,1,1,80,85,1
9689,7.5,1,1,1,77,3.7,0,1,61,62,0
5721,8.8,2,3,2,90,4.8,1,1,73,80,1
357,8.9,2,3,2,89,4.6,1,1,71,83,1
9908,8.2,1,3,2,70,4.6,1,1,70,88,1
5452,7.4,1,3,1,81,4.4,0,1,70,67,0
8194,8.2,0,2,2,86,4.5,1,0,78,65,0
6439,7.9,2,3,2,90,4.7,1,1,87,83,1
7705,6.5,1,3,1,76,4.6,1,1,74,76,1
1276,8.5,2,3,0,90,4.8,1,1,73,88,1
1891,8.3,0,1,3,77,4.0,0,1,55,67,0
8687,8.6,2,2,1,78,4.0,1,1,81,77,0
6569,6.5,1,1,0,73,3.6,0,0,61,72,0
9624,7.6,1,2,0,66,3.5,0,1,57,62,0
3564,6.6,1,2,0,68,3.6,0,0,60,57,0
5788,8.2,1,1,2,72,4.1,0,1,79,69,0
4959,8.1,2,1,1,75,4.7,1,1,60,70,0
1547,7.3,1,1,1,84,3.9,0,0,55,62,0
2381,7.8,1,3,2,83,4.2,1,1,78,80,0
3824,6.7,0,2,1,63,4.4,0,1,59,61,0
3233,7.1,1,1,0,79,4.6,0,0,62,72,0
8400,8.2,2,3,2,90,4.8,1,1,80,88,1
3307,7.5,1,2,1,60,3.4,1,1,78,84,0
493,8.5,1,2,1,70,4.5,1,1,74,64,1
3500,7.7,1,1,1,79,4.0,1,1,84,65,0
6665,7.4,1,1,0,69,4.3,1,1,60,83,1
1117,8.3,0,1,0,79,3.5,0,1,70,70,1
5638,6.6,2,3,0,73,4.5,1,1,75,72,0
8775,8.4,1,2,1,74,4.3,0,0,57,68,0
6147,8.4,2,3,0,90,4.8,1,1,58,88,1
9868,6.5,0,1,2,77,3.6,0,1,73,82,1
8776,8.4,2,3,2,90,4.5,1,1,69,81,0
6708,8.2,1,3,2,90,4.3,1,1,77,87,1
9949,7.8,1,1,1,78,3.7,0,1,60,67,0
7966,7.3,1,2,1,68,4.3,1,1,62,71,0
3646,7.9,2,3,0,81,4.6,1,1,82,79,0
2501,8.0,1,2,0,90,4.3,1,1,75,70,0
5678,8.5,0,3,2,76,4.8,1,0,74,81,1
5242,8.4,1,3,0,90,4.6,1,1,78,87,1
6519,7.6,0,1,1,72,3.7,0,1,71,72,0
2784,7.5,1,3,1,84,4.0,1,0,74,70,1
6159,6.9,0,3,1,87,4.6,1,1,66,75,0
3810,7.4,1,1,1,76,4.6,0,1,60,57,0
9429,8.3,1,3,2,90,4.8,1,1,79,82,1
9525,7.3,1,1,1,85,4.8,0,1,55,66,1
8600,7.7,1,3,2,90,4.4,0,1,87,84,1
1697,7.6,1,2,2,79,4.3,1,1,70,82,1
5686,8.3,0,3,2,88,4.8,1,1,74,72,1
8368,7.6,0,1,1,72,4.4,0,1,69,76,0
5940,8.1,2,3,2,90,4.6,1,1,85,88,1
2053,7.7,1,1,1,60,3.6,0,0,59,58,0
1777,8.3,0,2,0,79,4.3,0,0,75,65,1
6561,8.5,2,3,2,87,4.1,1,1,85,83,1
3314,6.5,1,2,1,70,3.9,0,0,56,68,0
4782,7.5,0,1,0,78,4.0,0,0,55,71,0
8539,7.7,1,2,0,81,4.8,0,0,55,66,0
6782,7.1,1,1,3,83,4.2,1,1,82,86,1
1593,9.0,1,3,2,78,4.8,1,1,79,85,1
1724,8.8,1,3,0,72,4.1,1,1,74,74,1
216,7.4,0,1,1,70,4.2,0,0,61,70,0
6327,8.0,0,0,1,85,4.8,1,1,67,83,0
8257,8.0,0,3,0,88,4.4,1,1,78,83,0
491,7.6,1,2,1,76,3.9,0,0,55,69,0
9134,7.6,1,1,1,68,4.0,0,0,57,63,0
3484,8.3,1,2,2,89,4.8,1,1,81,62,1
5103,8.7,0,3,2,88,4.7,1,1,85,82,1
5188,7.6,0,3,2,78,4.8,0,1,78,79,1
3432,8.2,0,3,2,79,3.9,0,1,81,65,0
9199,8.4,1,3,2,90,4.8,1,1,85,82,1
7711,8.3,2,3,1,85,4.8,1,1,79,86,1
5514,8.3,2,3,0,82,3.5,1,0,82,80,0
26,6.7,1,1,1,70,4.0,0,0,68,57,0
3513,6.5,1,3,0,76,4.4,1,0,55,67,0
2410,7.9,1,1,1,76,4.4,1,1,65,85,0
3271,8.4,2,3,2,90,4.6,1,1,83,88,1
5210,8.6,1,3,2,86,4.7,1,1,81,82,1
8712,6.7,0,1,0,63,3.8,0,0,62,63,0
1553,6.5,1,1,1,67,3.7,0,1,55,66,0
9198,8.1,1,2,2,85,4.4,0,1,72,84,0
8622,7.7,0,2,0,79,4.0,0,0,58,72,0
3872,6.5,1,1,0,75,3.6,0,0,63,68,0
3403,7.6,1,2,0,80,4.4,0,0,61,72,0
4530,7.6,1,2,2,87,3.9,0,0,55,82,1
980,6.6,1,2,0,88,4.0,0,0,78,67,0
2656,8.5,2,2,2,90,4.8,1,1,84,71,1
1848,7.8,2,3,1,90,4.6,1,0,87,84,1
7965,7.4,1,1,0,67,4.1,0,0,67,66,0
8241,7.5,1,1,0,64,4.3,0,0,59,69,0
7146,8.5,1,3,2,90,4.3,1,1,76,84,1
7300,8.4,2,2,0,79,4.6,0,1,65,86,1
5722,8.0,1,0,2,79,4.4,1,1,73,84,1
516,6.5,0,3,0,81,4.8,1,1,90,68,0
8746,7.0,1,1,1,73,4.3,1,0,74,81,0
8298,7.7,1,2,3,78,4.4,0,0,71,68,0
1103,8.1,0,2,3,71,4.2,1,0,82,74,0
3277,7.4,1,1,1,75,4.2,1,1,64,64,0
7218,6.5,1,1,0,74,3.5,0,1,64,69,0
7390,8.2,0,3,1,90,4.8,1,0,61,75,0
9078,6.9,2,3,3,86,4.8,1,1,73,82,1
8338,7.5,1,1,1,68,4.4,1,0,62,69,0
3997,6.5,1,1,0,89,3.9,0,1,56,71,0
195,6.5,0,1,0,75,3.7,0,0,58,62,0
4712,7.7,2,1,1,70,3.5,1,1,66,67,1
644,8.3,2,3,2,90,4.8,1,0,69,80,1
9090,6.9,1,2,0,73,4.2,1,1,74,63,0
3286,7.2,1,1,2,74,4.7,0,0,55,78,0
3117,7.2,1,2,1,72,4.4,0,1,63,74,0
6477,8.5,2,3,2,90,4.8,1,1,85,84,1
3576,8.6,2,3,2,90,4.8,1,1,71,80,1
9024,7.8,1,1,1,72,4.6,1,1,60,60,0
4321,7.5,0,2,1,70,4.4,1,1,55,73,1
9993,8.0,2,1,2,78,4.4,1,1,75,72,1
2208,7.8,1,1,0,89,4.7,1,1,79,69,0
4553,8.2,2,3,0,85,4.7,1,1,72,87,1
7317,8.3,2,3,2,84,4.7,1,1,68,80,1
3719,7.5,1,2,0,68,4.2,1,1,57,75,0
973,7.3,1,1,2,66,4.6,0,1,55,70,1
4580,8.1,2,3,2,90,4.8,1,1,79,87,1
720,8.3,2,2,0,90,4.6,1,1,81,81,1
9018,8.4,2,3,0,90,4.7,1,0,76,83,1
6156,8.3,1,3,2,89,4.7,1,1,69,85,1
9431,7.2,1,1,0,60,3.2,0,1,55,75,0
3897,8.4,2,3,2,89,4.8,1,1,74,82,1
2804,6.7,1,3,1,76,4.4,1,1,84,83,1
2567,7.5,1,1,0,68,4.8,0,1,63,69,0
4026,6.5,1,1,0,80,4.5,0,1,60,70,0
6199,7.1,2,1,1,81,4.6,1,1,77,83,0
33,8.5,1,3,0,90,4.8,1,1,85,85,1
8308,7.5,0,1,0,82,4.6,1,1,62,69,1
8832,6.5,1,2,1,69,3.8,0,1,56,71,0
9819,8.1,1,3,0,88,3.8,1,1,68,77,0
4064,8.5,2,3,2,90,4.4,1,1,84,86,1
8949,7.6,1,1,1,72,4.6,0,1,78,66,0
5541,8.2,2,3,2,88,4.8,1,1,67,86,0
1698,7.5,0,2,2,79,4.6,1,1,90,67,1
2793,8.5,1,2,0,87,4.7,0,1,55,70,1
2223,7.4,1,2,0,65,3.9,0,0,74,66,0
5819,7.4,1,2,0,68,3.8,0,1,57,65,0
9663,7.4,0,1,0,60,3.4,0,0,55,71,0
3765,8.2,1,3,2,90,4.4,1,0,74,80,0
3867,6.5,1,2,1,65,4.7,0,0,55,59,0
6422,7.4,1,1,0,83,4.4,0,1,55,71,0
9400,8.1,2,3,1,79,4.4,1,1,79,73,1
8939,8.3,1,3,1,85,4.3,1,1,65,82,0
6672,8.3,2,1,0,79,4.0,1,1,62,67,1
7979,8.4,2,2,0,90,4.5,1,1,76,85,0
3759,7.7,1,3,3,87,3.9,1,1,80,65,0
9775,8.0,1,0,2,89,4.8,1,1,90,80,1
3228,8.3,2,3,3,90,4.8,1,1,90,83,1
7803,8.5,2,3,2,85,4.7,1,1,78,68,1
3924,7.6,1,2,0,76,4.2,0,1,57,64,0
3905,8.1,1,2,0,84,4.4,1,1,55,71,0
2278,7.8,1,3,2,90,4.8,1,1,79,83,1
6811,8.0,2,3,0,84,4.1,1,0,83,66,1
1402,8.4,1,2,2,86,4.5,1,1,86,79,1
740,6.5,2,1,0,79,3.6,0,0,63,65,0
4267,7.6,1,1,1,73,3.7,0,0,55,63,0
9862,7.5,0,1,1,77,4.4,1,1,55,84,1
7353,8.3,0,3,0,86,4.3,1,0,56,65,0
7519,8.4,0,1,1,78,3.8,1,0,64,68,0
3852,7.5,0,2,2,80,4.8,0,1,55,70,1
8632,7.3,1,3,0,80,4.2,0,0,67,64,0
2662,7.5,1,2,0,74,4.3,0,0,55,65,0
6505,7.6,1,1,0,77,4.4,0,1,63,66,0
9800,6.5,2,1,0,78,3.1,0,0,56,67,0
675,8.3,2,3,2,90,4.6,1,1,80,83,1
7106,8.2,2,3,2,89,4.0,1,0,77,82,1
6361,6.5,1,2,0,79,4.4,0,1,58,74,1
3842,7.7,1,1,0,75,4.1,0,1,86,69,1
1816,7.4,1,2,1,71,4.0,0,1,76,63,1
9490,8.2,2,3,0,80,4.3,1,1,74,66,0
9839,7.6,0,1,1,70,4.1,0,1,55,68,0
9202,6.5,0,3,0,85,4.3,0,0,55,70,0
4654,7.6,1,3,1,90,4.5,1,1,70,80,0
8693,8.3,0,3,0,90,4.7,1,1,69,82,1
2101,6.7,1,2,0,74,4.0,0,1,56,66,0
7712,6.5,1,1,0,67,4.0,0,0,60,67,0
1674,6.5,0,1,0,83,4.1,1,1,55,80,0
2102,8.4,1,2,2,77,4.1,0,0,65,72,0
4214,7.5,1,1,0,78,4.5,0,0,58,65,0
6959,8.0,0,1,0,82,4.3,0,1,72,65,0
1549,8.3,1,1,1,90,4.8,1,1,84,88,1
9551,8.1,2,1,0,85,4.1,1,1,83,79,1
3324,7.0,1,2,1,78,4.8,1,1,55,68,0
9584,7.7,2,1,3,72,4.6,1,1,67,78,1
356,8.2,2,3,2,90,4.8,1,1,89,84,1
5185,8.1,2,2,2,76,4.3,1,1,72,87,1
1462,6.5,1,1,1,83,4.1,0,1,81,66,1
7625,6.5,1,1,0,73,4.0,1,0,59,67,1
9386,7.3,1,2,0,70,3.8,0,0,55,70,0
3221,6.5,0,2,1,79,4.3,0,0,57,71,0
940,7.6,1,2,0,66,3.8,1,0,55,68,0
5148,6.5,1,1,1,67,4.0,0,1,56,65,0
5924,7.4,1,1,0,78,4.8,1,0,74,80,1
7884,7.5,1,3,1,87,4.6,1,1,81,86,1
1752,7.2,0,1,1,79,4.1,0,1,83,67,1
9469,8.4,2,3,2,87,4.7,1,1,78,82,1
7598,7.0,1,1,2,83,4.8,1,1,83,80,1
1773,7.4,2,1,1,65,3.2,0,1,55,62,0
1197,6.8,1,1,0,78,3.7,0,1,61,65,1
1879,6.8,2,1,2,83,4.7,1,0,79,61,0
2669,6.9,0,1,0,73,3.0,0,0,62,62,0
3172,8.4,0,3,2,81,4.8,1,1,84,84,0
2017,7.6,1,2,0,68,4.3,1,1,84,63,0
2006,8.0,1,3,3,90,4.6,1,1,72,88,1
8273,7.6,2,2,2,80,4.8,1,1,75,83,1
3894,7.7,1,2,0,64,4.2,1,1,70,69,0
9992,8.4,2,3,1,84,4.5,1,1,84,87,1
3238,8.2,0,3,2,90,4.7,1,0,82,86,1
4425,7.9,2,3,2,90,4.8,1,1,86,79,1
4745,7.5,1,1,0,85,4.5,0,0,55,70,0
2079,7.8,2,3,2,82,4.6,1,0,84,76,0
5220,7.4,2,2,0,84,4.3,0,1,79,82,0
397,7.7,1,1,1,73,4.6,0,0,58,72,0
2789,6.8,0,1,0,84,4.1,1,1,62,86,1
8878,8.2,1,3,2,90,4.8,1,1,66,84,1
8639,6.9,1,2,0,67,3.7,0,1,76,71,0
4073,7.5,1,2,0,78,3.7,0,0,70,67,0
5575,6.5,0,1,0,66,3.5,0,0,55,67,0
8370,6.9,1,1,0,68,3.7,0,0,55,64,0
9508,7.5,2,3,0,86,4.8,1,0,55,84,1
5356,8.4,1,1,0,78,4.8,1,0,71,81,0
7234,7.2,0,1,1,75,4.1,0,0,63,80,0
9484,7.8,0,3,2,90,4.8,1,0,81,81,1
6821,7.6,1,1,1,70,4.6,0,1,60,72,0
1520,7.8,1,1,0,74,4.1,0,0,60,61,0
8197,8.4,2,3,2,90,4.8,1,1,79,83,1
1379,8.5,1,1,2,85,4.8,1,1,73,84,1
5673,8.2,2,3,2,90,4.8,1,1,90,84,1
1024,7.4,1,1,0,64,4.7,1,1,55,72,0
2588,8.8,1,1,0,69,4.7,1,1,70,83,0
7043,7.4,1,3,0,83,4.7,0,1,55,69,0
5622,7.7,1,2,2,78,3.8,1,0,63,67,0
7638,8.5,1,2,0,87,4.3,1,1,72,83,1
5009,8.2,2,3,2,90,4.8,1,0,77,83,1
2858,8.8,0,1,2,90,4.8,1,1,82,82,0
8255,8.3,2,3,0,73,4.5,1,1,71,87,0
5772,8.8,2,3,0,88,4.7,0,1,58,87,1
5843,8.0,1,1,1,82,4.0,0,0,55,74,0
8028,8.2,1,2,1,84,4.8,1,1,68,88,0
5833,6.5,1,2,2,90,4.8,0,1,70,68,0
1630,6.8,0,2,1,72,4.4,0,0,62,62,0
4889,6.7,0,1,0,76,4.0,0,1,55,70,0
4527,6.5,0,1,1,70,4.2,0,1,55,63,0
3524,7.8,2,3,2,90,4.8,1,1,84,87,1
5905,8.0,0,3,0,90,3.8,1,0,84,80,1
7782,8.0,1,3,2,90,4.8,1,1,77,88,1
3608,8.2,1,1,2,79,4.2,0,0,78,70,0
9419,6.6,1,3,1,67,3.9,0,1,55,71,0
5221,8.0,1,1,1,70,4.6,0,1,58,63,0
235,7.5,2,3,0,88,4.6,1,1,79,83,0
7756,7.6,0,3,0,85,4.7,1,1,70,75,1
3797,7.1,1,1,0,69,3.5,0,0,60,65,0
4119,7.8,0,2,0,71,4.4,0,1,74,65,0
6319,7.7,0,1,1,83,3.7,0,1,55,69,0
5002,7.7,2,3,2,89,4.5,0,1,74,85,0
3801,8.4,2,3,2,90,4.8,1,1,74,88,1
7810,7.2,1,1,0,61,4.4,0,1,57,77,0
3900,7.1,1,2,2,82,4.3,0,0,78,67,0
5025,6.6,1,1,1,77,4.0,0,0,57,66,0
1949,7.3,0,1,0,85,4.4,0,0,57,68,0
6362,8.0,1,3,2,90,4.8,1,1,76,84,1
471,8.2,1,2,0,83,4.6,1,1,66,86,1
9945,7.0,1,2,1,67,3.4,0,1,56,64,0
3493,7.8,2,3,0,89,4.5,1,1,77,82,1
6092,7.5,2,2,2,85,4.6,1,1,77,88,1
2672,8.4,1,1,1,82,4.3,1,1,60,82,0
9801,7.5,1,2,1,72,4.8,0,1,55,73,0
2225,7.4,0,3,2,90,4.7,1,1,83,88,1
1107,7.6,1,2,2,78,4.4,1,1,82,74,0
2189,7.9,1,3,0,78,4.6,1,1,78,85,1
819,6.8,0,3,2,76,3.9,1,1,85,73,0
5572,8.5,2,3,0,89,4.2,1,1,78,87,1
4524,7.4,1,3,2,74,4.6,1,1,82,66,0
5794,7.7,2,1,0,68,4.6,0,0,65,62,0
9382,7.5,0,1,0,68,3.8,0,1,55,62,0
8781,7.4,1,2,1,74,4.3,0,0,56,70,0
7460,7.5,1,2,2,78,4.5,0,1,75,70,1
2625,7.7,1,1,0,82,3.7,0,1,55,81,1
7095,6.5,0,1,0,66,3.5,0,0,61,66,0
9393,6.8,0,1,1,67,3.5,0,0,59,62,0
9917,8.3,2,3,3,90,4.8,1,1,84,84,1
9120,6.5,1,1,0,78,4.0,0,0,55,71,0
889,8.0,1,1,0,83,4.7,0,1,60,87,1
2438,7.6,1,2,0,70,4.7,0,1,60,64,1
6057,6.5,0,2,0,74,4.1,0,1,55,82,0
7065,6.8,0,1,0,78,4.7,1,1,64,68,0
818,8.4,1,3,2,78,4.8,1,0,85,81,0
8935,7.5,1,2,1,80,3.7,0,1,55,66,0
3415,6.6,1,1,0,73,4.6,0,0,66,72,0
6353,7.4,0,1,0,82,4.1,0,1,58,69,0
2342,7.7,1,1,1,79,3.9,0,1,55,61,0
9030,7.7,1,1,2,76,4.6,0,1,76,66,0
3168,7.8,0,3,0,81,4.2,1,1,67,66,0
1810,7.7,1,1,1,64,3.7,0,1,55,61,0
8036,8.4,2,3,1,73,4.2,0,1,75,86,0
1265,8.4,1,1,1,69,4.1,1,1,63,60,0
5087,7.9,0,1,1,74,3.9,1,1,79,62,0
9676,6.9,1,2,0,88,4.6,1,1,58,84,0
5836,7.8,1,2,0,82,4.2,0,0,63,72,0
5195,6.5,0,1,2,80,4.1,0,1,74,82,0
4450,8.2,1,3,2,79,4.8,1,1,71,82,1
4946,6.7,0,1,0,77,4.1,0,0,63,68,0
4046,8.0,1,3,2,83,4.7,1,1,55,73,1
6504,7.7,0,2,0,90,4.4,1,1,79,69,1
3703,8.2,1,1,1,79,4.8,1,1,55,67,0
1036,7.7,1,2,0,71,4.5,1,1,71,68,0
9257,8.2,2,3,2,90,4.8,1,1,81,87,1
5591,7.5,1,1,0,69,3.8,0,1,62,60,0
1229,8.3,1,2,0,79,4.3,0,1,79,84,1
10000,8.4,0,1,1,66,3.8,0,0,62,66,0
6812,8.2,0,3,2,90,4.7,1,1,76,88,1
5142,6.6,0,2,0,79,4.2,1,0,62,79,0
53,8.1,2,3,2,90,4.7,1,1,82,82,1
9068,7.0,0,3,3,76,4.5,1,1,87,81,1
8396,8.3,2,3,2,90,4.8,1,1,76,86,1
160,6.5,1,1,0,63,3.5,0,0,56,64,0
7553,7.5,0,2,0,81,3.6,0,1,55,68,1
1588,6.6,1,1,0,63,3.3,0,0,62,67,0
1590,7.6,1,3,0,83,4.1,1,1,57,67,0
9842,8.0,0,3,1,78,4.5,1,1,81,78,0
9329,7.5,1,2,1,68,4.8,0,0,58,70,0
6931,7.6,0,1,1,76,3.8,0,0,58,66,0
6597,8.5,1,3,2,85,4.3,1,1,72,84,1
6175,8.2,0,3,0,87,4.8,1,1,77,83,1
8099,7.6,1,1,0,71,3.3,0,1,64,72,0
3859,6.9,1,1,2,67,3.8,1,1,59,71,0
9815,7.4,0,2,1,81,4.0,1,0,66,60,0
6692,7.4,1,1,0,76,4.3,0,0,57,74,0
2829,7.5,1,1,1,60,3.0,0,0,60,69,0
437,8.4,1,1,2,84,4.8,1,1,82,68,1
8275,8.0,2,3,2,90,4.8,1,1,79,86,1
8169,6.6,1,1,1,75,3.9,1,1,63,69,0
3879,8.3,2,3,2,90,4.8,1,1,78,87,1
1589,7.7,1,1,1,69,4.2,0,0,55,63,0
2781,7.3,0,1,1,84,4.7,0,0,55,68,0
8982,8.2,2,3,0,81,4.8,1,0,85,80,1
8562,7.6,1,2,2,86,4.3,1,1,70,80,0
5687,8.1,0,2,0,84,4.7,0,1,61,69,0
3966,8.1,1,3,2,80,4.4,1,1,83,72,0
4728,7.4,1,3,2,81,4.5,1,1,73,83,0
974,7.6,1,2,1,81,4.0,0,1,55,61,0
1239,8.4,1,3,2,87,4.8,0,1,77,84,1
2952,9.1,2,1,3,84,4.8,1,1,81,85,1
2343,8.7,2,2,1,72,4.6,1,1,77,77,0
6521,6.5,0,2,0,73,4.1,0,0,59,69,0
7311,8.5,1,1,2,85,4.3,1,1,57,61,0
6047,8.2,1,3,1,77,4.2,1,1,70,84,1
2159,7.9,0,2,1,79,4.8,1,1,61,66,0
9289,8.7,0,3,1,90,4.6,1,1,89,83,1
6590,8.2,1,1,1,88,4.8,0,1,68,77,1
1498,6.7,1,1,1,65,3.8,0,0,55,62,0
4546,7.5,1,2,1,76,4.4,0,1,70,75,0
6466,8.1,1,3,0,72,4.0,1,1,72,65,1
4258,7.5,1,2,2,86,4.5,0,1,71,80,0
2423,7.6,1,2,2,74,4.2,0,1,81,68,0
8565,7.3,0,1,0,76,4.0,0,0,63,70,0
5186,7.7,0,1,0,74,3.7,0,0,65,68,0
5648,8.5,1,3,1,84,3.9,1,1,72,82,1
358,8.2,1,2,1,90,4.8,1,1,78,71,1
5243,8.6,2,3,2,80,4.4,1,1,81,69,1
8012,6.5,1,3,2,81,4.5,0,0,72,82,1
9241,8.1,2,3,0,85,4.2,1,1,71,83,0
2093,7.7,1,2,0,88,4.5,0,1,55,69,0
5410,8.1,1,3,2,90,4.7,1,1,85,83,1
2016,7.7,0,3,2,84,4.8,1,1,75,86,1
9060,9.1,2,3,2,90,4.8,1,1,74,82,1
4045,7.2,0,3,0,75,4.6,0,0,83,65,1
188,7.5,1,1,0,76,4.3,0,1,73,79,0
6859,8.5,1,3,2,76,4.8,1,1,67,83,1
3656,7.4,1,1,1,70,3.8,0,0,56,71,0
